episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
188,19.488890472689068,31.704493399132176,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7213333333333334,0.672,0.04090000000000005
189,22.35469854689088,31.746259257530184,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7181666666666666,0.704,0.039000000000000035
190,21.965219471323927,31.402422604795873,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7150000000000001,0.74,0.03710000000000002
191,17.787342593218675,30.971923715317285,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7118333333333333,0.692,0.03520000000000001
192,40.620099402714,30.971633197100576,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7086666666666668,0.672,0.03330000000000005
193,39.99132836202054,31.391618655867624,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7055,0.74,0.03140000000000004
194,40.70305745267706,31.836706670340288,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7023333333333333,0.704,0.029500000000000026
195,40.562221989814134,31.82627870637939,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6991666666666667,0.696,0.027600000000000013
196,22.643853715721733,31.49106171541675,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.696,0.708,0.0257
197,39.53262708469637,31.872780181293507,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6928333333333334,0.708,0.023800000000000043
198,22.19490918306305,31.502353180736513,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6896666666666667,0.716,0.02190000000000003
199,23.493096440377705,31.165178480292308,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6865,0.664,0.020000000000000018
200,41.23369187210485,31.214660012260843,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6833333333333333,0.676,0.020000000000000018
201,20.22226426019501,30.822915745894417,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6801666666666667,0.692,0.020000000000000018
202,40.98798991107103,31.211292502732608,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.677,0.644,0.020000000000000018
203,38.79347462387301,31.53471511873024,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6738333333333333,0.7,0.020000000000000018
204,22.891854837734023,31.20326919233568,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6706666666666667,0.664,0.020000000000000018
205,40.05336211897936,31.65054667330908,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6675,0.684,0.020000000000000018
206,21.999782160249342,31.300015657412835,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6643333333333333,0.672,0.020000000000000018
207,23.042201494003336,30.965307495162893,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6611666666666667,0.592,0.020000000000000018
208,41.165924854155534,30.970996657564207,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.658,0.676,0.020000000000000018
209,21.686977029256596,30.991886541520408,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6548333333333334,0.66,0.020000000000000018
