episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
193,5.14027530662404,-134.88834773873452,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
194,-208.8870518940751,-135.04901816114642,153,918,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
195,-199.1716090342576,-134.97281349595406,158,948,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
196,-205.57832657629802,-139.32902046986692,87,522,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
197,-225.2700404801605,-140.0919757204784,149,894,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
198,-204.44190010396863,-140.1221384015399,61,366,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
199,10.65346370579655,-135.63548310560856,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
200,10.57240488085812,-135.36593553739556,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
201,-209.20464095309492,-135.428757427227,157,942,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
202,4.724240913783965,-131.38025640744493,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
203,-189.78938042488792,-131.08679605169036,168,1008,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
204,-206.5587058017592,-131.20514723723133,77,462,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
205,-1.9525748246233612,-131.30585295102594,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
206,13.39188081558542,-126.66559635570023,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
207,15.08608619241538,-122.17777811727443,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
208,15.417297853211007,-117.88846217498032,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
209,1.6052449890039289,-118.21719862135892,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
210,-8.505400445870459,-114.60608918253091,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
211,-202.5037823340443,-114.58575475071495,135,810,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
212,20.603915850246157,-110.1585245306959,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
213,-203.37762332494793,-110.23028029936991,78,468,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
214,-202.49750229684415,-110.34527210569404,126,756,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
215,-203.6684444545703,-114.63913983177017,50,300,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
216,15.860203694872657,-110.25182101305367,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
217,-205.52316734559614,-110.42186640017397,88,528,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
